,Client Birthdate,Client Monthly Income,Loan Start Date,Loan Due Date,Loan Amount,Loan Purpose,Client IBAN,Client Status,Paid in time
3980,5/2/1987,3478.8,19/7/2017,18/8/2017,10000,repairs,DE1408226679800028,male : married/widowed,NO
3981,19/9/1960,7718.97,13/2/2013,15/12/2014,5000,radio/television,CH4345313407413449,female : divorced/separated/married,YES
3982,2/6/1989,5683.95,2/9/2017,3/8/2019,10000,car (new),DE2553115548794399,female : single,YES
3983,1/9/1965,4033.18,28/3/2017,27/8/2017,1000,education,CH1521401741533615,None,YES
3984,26/8/1974,7915.79,26/5/2014,25/5/2016,4000,None,DE1592235577231445,male : single,YES
3985,4/7/1971,3439.93,18/12/2013,18/12/2015,1500,busines,CH5508651672214480,None,YES
3986,25/3/1954,2528.35,9/3/2014,8/3/2016,2000,car (new),DE2891278051971108,female : single,YES
3987,28/8/1960,4458.09,26/1/2014,26/1/2015,6000,car (new),DE6134862151175241,female : divorced/separated/married,YES
3988,3/11/1984,3781.37,18/5/2016,17/8/2017,4000,car (used),CH7648778023146977,None,YES
3989,22/4/1998,3120.97,19/8/2017,20/3/2018,5000,repairs,FR4872282713901710,female : divorced/separated/married,NO
3990,9/11/1959,None,14/7/2013,13/11/2013,3000,education,DE7973248231072447,male : single,YES
3991,16/10/1969,499.59,30/6/2014,30/6/2014,1000,others,ES1168437325468704,male : single,YES
3992,1/9/1982,2839.71,9/8/2015,7/10/2016,5000,vacation,DE8486015708454175,male : divorced/separated,YES
3993,4/9/1995,9743.6,22/2/2017,25/3/2017,1000,radio/television,DE9044295194742867,female : divorced/separated/married,YES
3994,23/7/1966,3183.91,6/1/2016,5/1/2018,6000,domestic appliances,ES9673121779349825,female : single,YES
3995,3/6/1998,1788.95,8/11/2013,9/7/2015,2000,others,DE5638474658728332,None,YES
3996,31/5/1948,2360.85,19/2/2016,23/8/2014,10000,others,FR1900030951468776,male : married/widowed,YES
3997,21/11/1986,15786.04,21/12/2016,20/11/2018,3000,None,ES5469949817390123,male : married/widowed,YES
3998,24/3/1973,15568.19,5/8/2013,6/3/2014,6000,retraining,CH2798544670033306,None,YES
3999,27/5/1956,2077.08,10/12/2016,10/6/2017,2000,domestic appliances,BE2403524575155399,male : divorced/separated,YES
4000,7/12/1986,4255.8,4/3/2013,2/1/2015,500,vacation,DE8657455230155960,male : married/widowed,YES
4001,12/1/1964,2445.87,30/12/2013,1/4/2015,1500,domestic appliances,DE3775192795600376,male : single,YES
4002,7/4/1963,3954.86,7/3/2014,5/9/2015,2000,business,BE3717184955894132,male : divorced/separated,YES
4003,23/9/1967,927.86,22/7/2016,21/12/2016,1500,repairs,BE5762565396019841,male : single,YES
4004,23/3/1942,12753.76,5/8/2017,6/6/2018,1000,retraining,CH2306476681425933,male : married/widowed,YES
4005,26/3/1950,20133.98,2/5/2013,1/6/2013,3000,repairs,DE8168055244281931,female : single,YES
4006,15/2/1961,3780.97,28/4/2017,28/8/2018,10000,repairs,CH3539113422851576,male : single,YES
4007,26/7/1942,3193.2,8/3/2014,7/10/2015,2000,retraining,BE1657766543327794,female : single,YES
4008,1/1/1900,3050.82,25/1/2014,26/9/2015,500,business,CH890752250156459,male : single,YES
4009,22/3/1978,89.89,26/3/2015,25/5/2016,6000,retraining,ES8775826227110430,None,YES
4010,24/5/1963,None,6/9/2014,6/4/2016,6000,others,DE2400504576238928,None,YES
4011,7/10/1972,1969.2,6/6/2016,6/4/2017,3000,furniture/equipment,DE9433822089237562,male : married/widowed,YES
4012,24/11/1982,1909.79,19/5/2014,18/11/2015,6000,car (new),ES7212605033360239,male : divorced/separated,YES
4013,25/4/1976,2797.77,14/12/2016,15/7/2017,4000,domestic appliances,CH8081361621701970,male : divorced/separated,YES
4014,14/3/1975,2714.7,31/10/2014,30/1/2015,2000,None,BE5417988131339703,None,YES
4015,23/6/1981,3234.74,28/9/2014,29/7/2015,2000,None,DE1975625113921498,male : divorced/separated,YES
4016,27/9/1943,2534.02,7/12/2017,7/1/2019,8000,repairs,DE4201267910241114,None,YES
4017,19/10/1943,None,1/3/2015,30/11/2015,2000,car (new),FR3830805853478177,male : divorced/separated,YES
4018,5/2/1995,2962.94,6/11/2017,6/12/2018,4000,car (new),FR5587922689224665,male : married/widowed,YES
4019,5/7/1987,2336.29,15/7/2017,14/12/2017,3000,radio/television,DE9606160664528035,male : single,YES
4020,18/2/1993,2633.44,4/2/2013,5/9/2014,3000,car (new),CH2296538960117554,female : single,YES
4021,6/9/1966,5327.71,7/7/2016,7/3/2018,1500,retraining,BE3889395099465851,male : single,YES
4022,14/7/1955,2704.73,24/12/2016,24/9/2017,3000,car (new),FR9921390878064543,male : single,YES
4023,15/4/1953,None,18/7/2014,17/11/2015,10000,radio/television,BE2240167510812735,male : married/widowed,YES
4024,30/11/1947,2558.74,3/6/2015,2/6/2016,1500,car (new),CH6619746712223671,female : divorced/separated/married,YES
4025,29/6/1956,2882.0,21/11/2016,21/2/2017,5000,repairs,CH9118605033722446,male : divorced/separated,YES
4026,10/2/1968,2983.99,18/1/2016,18/12/2017,8000,others,FR2902554755214297,male : single,YES
4027,12/5/1979,4395.72,20/12/2013,20/10/2014,1500,others,DE9891430155263269,female : divorced/separated/married,YES
4028,10/10/1945,4457.81,10/5/2016,10/8/2016,1500,None,FR1008624695283804,male : married/widowed,YES
4029,3/4/1996,3086.64,10/4/2015,10/7/2015,10000,furniture/equipment,CH3934049764078028,female : single,YES
4030,17/9/1988,4512.77,24/11/2017,24/1/2018,2000,education,DE7151614493435687,None,YES
4031,6/11/1965,2405.75,21/4/2013,22/5/2013,3000,business,ES2712560620774460,female : divorced/separated/married,YES
4032,1/11/1964,None,26/2/2014,27/9/2014,10000,others,DE6022157613059438,female : single,YES
4033,29/11/1942,None,9/12/2016,10/6/2018,2000,education,FR3566552139421950,male : single,YES
4034,14/6/1972,3172.88,4/9/2014,4/10/2015,10000,repairs,DE330448229625925,male : single,NO
4035,30/3/1943,3121.43,28/8/2016,29/5/2017,5000,retraining,FR6383303044590513,female : single,YES
4036,25/5/1982,-1366.16,21/2/2013,23/6/2014,1000,others,DE5529051239398821,female : divorced/separated/married,YES
4037,9/5/1949,13845.78,13/10/2016,13/4/2017,4000,car (new),DE5889603423517773,None,YES
4038,6/8/1962,3436.48,26/3/2014,25/12/2014,4000,others,ES8065570867155832,female : single,YES
4039,20/7/1960,3427.74,9/8/2017,10/3/2018,1000,repairs,DE9565357574849193,male : divorced/separated,YES
4040,22/7/1984,3438.95,17/10/2016,16/2/2018,8000,education,FR5375252766429815,female : divorced/separated/married,YES
4041,4/12/1999,3147.83,13/2/2013,14/12/2013,5000,car (used),DE494566567006702,male : married/widowed,YES
4042,9/2/1972,3372.05,6/8/2016,6/6/2017,8000,repairs,DE596868325801801,female : divorced/separated/married,YES
4043,28/2/1980,2265.63,20/4/2014,19/9/2014,8000,repairs,DE7985320525488528,male : divorced/separated,YES
4044,21/9/1952,1907.0,20/9/2014,20/6/2015,8000,domestic appliances,DE5530384629284786,male : single,YES
4045,28/6/1990,1921.28,9/4/2016,9/10/2016,4000,others,DE5211771448776526,male : divorced/separated,YES
4046,10/5/1973,2938.4,13/9/2013,13/8/2015,4000,retraining,FR5691511311225792,male : single,YES
4047,23/7/1953,None,5/7/2015,3/2/2016,4000,vacation,DE8829381424667575,male : divorced/separated,YES
4048,24/8/1956,2641.83,13/2/2013,14/10/2014,8000,others,CH5403194353135504,male : married/widowed,YES
4049,1/2/1947,3243.02,4/1/2015,6/5/2015,8000,others,DE5436411045000839,male : divorced/separated,YES
4050,20/11/1990,2520.17,13/2/2017,14/12/2017,2000,None,ES9397350514276391,male : married/widowed,YES
4051,26/9/1987,None,5/1/2015,6/7/2015,2000,busines,DE9552266630521997,male : single,YES
4052,20/2/1950,3427.96,2/4/2016,2/12/2017,1500,vacation,DE2359251640939982,None,YES
4053,15/11/1972,4755.2,5/5/2014,4/9/2015,3000,busines,DE6551419709936189,female : divorced/separated/married,YES
4054,19/1/1974,3634.06,6/11/2013,5/2/2014,10000,car (new),DE8592185337303841,male : married/widowed,YES
4055,18/5/1977,3193.61,5/10/2014,3/9/2016,5000,car (new),FR7610106021901440,male : divorced/separated,YES
4056,17/2/1940,3812.87,30/4/2013,30/3/2015,1000,radio/television,DE619383003735187,male : divorced/separated,YES
4057,15/4/1958,3156.79,25/9/2013,26/3/2015,4000,furniture/equipment,CH6774797986662749,female : single,YES
4058,2/4/1967,3668.32,5/1/2017,5/9/2018,6000,domestic appliances,BE6813941593680683,female : single,YES
4059,14/4/1978,None,5/1/2016,5/6/2017,5000,repairs,DE2049195377233976,male : married/widowed,YES
4060,30/8/1969,4103.04,1/3/2015,31/3/2015,1500,others,DE8804494722521322,None,YES
4061,29/7/1960,3289.75,27/2/2017,28/1/2019,4000,car (new),CH652730717582517,female : divorced/separated/married,NO
4062,15/6/1993,1462.35,13/6/2017,12/2/2019,1000,vacation,ES2422154423629837,male : divorced/separated,YES
4063,18/1/1996,3036.91,5/4/2014,4/9/2015,10000,domestic appliances,DE3229195177303800,None,YES
4064,25/9/1945,3332.59,3/8/2013,3/10/2014,2000,education,DE4917013491291994,male : divorced/separated,YES
4065,31/3/1952,3604.83,12/11/2014,12/1/2015,8000,others,ES4689366102219868,male : married/widowed,YES
4066,9/7/1998,2091.25,27/3/2013,27/3/2015,8000,education,CH6153171369181314,female : single,YES
4067,12/4/1975,None,31/3/2013,31/5/2014,2000,repairs,BE9298076188166754,male : divorced/separated,YES
4068,24/3/1971,1485.2,11/3/2014,10/3/2016,1000,others,FR3960070186865183,female : divorced/separated/married,YES
4069,28/5/1953,None,26/6/2015,25/4/2017,500,car (used),DE8722486998413259,female : single,YES
4070,16/4/1973,17980.87,21/12/2013,22/6/2015,6000,furniture/equipment,DE7214136579924742,male : divorced/separated,YES
4071,1/1/1978,4133.05,18/11/2013,19/3/2015,1000,radio/television,BE3286858724326166,None,YES
4072,8/12/1946,3352.56,14/12/2017,13/11/2018,8000,retraining,DE2088059879237596,male : married/widowed,YES
4073,26/6/1995,4339.07,4/1/2013,4/12/2013,4000,others,DE5790655719384331,male : married/widowed,YES
4074,11/4/1977,629.35,13/9/2014,14/10/2014,1000,education,DE7811402489706268,male : divorced/separated,YES
4075,20/6/1998,2213.39,27/9/2017,28/4/2019,6000,car (new),CH6153521619458238,None,YES
4076,17/10/1961,5362.59,27/12/2016,26/2/2017,10000,education,DE9142079667961222,None,YES
4077,30/5/1964,2834.28,8/1/2017,9/10/2018,10000,repairs,CH7217272691791084,male : single,YES
4078,13/2/1953,13274.08,2/2/2014,3/11/2014,10000,retraining,ES4650599863904742,female : divorced/separated/married,YES
4079,2/10/1991,2783.9,19/4/2014,19/6/2015,1000,domestic appliances,BE8511768358614034,male : divorced/separated,YES
4080,17/12/1989,3393.55,19/12/2014,18/4/2016,4000,vacation,BE3517538260609708,female : divorced/separated/married,YES
4081,24/6/1991,None,15/9/2013,16/8/2015,5000,education,DE2630615015876911,male : divorced/separated,NO
4082,28/8/1948,4503.33,22/9/2016,22/6/2017,1500,business,BE6931968296152874,female : single,YES
4083,3/5/1980,4723.22,30/12/2017,1/3/2018,4000,education,DE7900205040689886,female : single,YES
4084,22/12/1955,3088.46,6/5/2014,4/1/2016,10000,car (used),DE6814460765780468,None,YES
4085,7/8/1962,10989.09,1/2/2014,3/6/2015,500,domestic appliances,BE5652028187322882,male : divorced/separated,YES
4086,5/2/1960,2480.06,30/10/2013,28/9/2013,1000,domestic appliances,FR9160399109283442,female : single,YES
4087,30/3/1949,2235.9,13/7/2015,13/7/2015,3000,car (used),BE8191438596907110,female : divorced/separated/married,YES
4088,12/8/1994,2164.17,10/1/2014,10/11/2014,10000,car (new),ES2116694245932131,None,NO
4089,22/2/1996,2162.9,2/1/2014,4/3/2014,1500,domestic appliances,ES8692369722356803,female : divorced/separated/married,YES
4090,23/7/1954,None,24/3/2014,24/7/2014,500,vacation,DE7152266745402276,female : single,YES
4091,24/2/1968,4058.78,30/3/2013,28/9/2014,1500,education,CH9847082763985761,male : single,YES
4092,6/5/1954,1996.23,18/8/2016,17/1/2018,1500,others,DE404095966781528,female : divorced/separated/married,YES
4093,4/5/1958,2213.41,27/8/2014,17/3/2017,6000,others,ES5139076235354859,female : single,YES
4094,17/12/1978,2166.52,31/7/2017,30/1/2018,8000,education,CH9283661228056185,female : single,YES
4095,10/4/1954,3096.79,30/4/2016,30/6/2017,8000,retraining,CH4031735255478635,female : divorced/separated/married,YES
4096,23/2/1989,5017.49,3/10/2015,2/1/2017,3000,repairs,BE2772717706503512,female : single,YES
4097,1/11/1957,1940.45,21/10/2015,21/5/2017,3000,radio/television,DE2585021517116495,male : married/widowed,YES
4098,13/4/1994,10693.61,11/2/2017,12/1/2018,500,furniture/equipment,DE1919895230004708,male : married/widowed,NO
4099,21/7/1979,2915.43,1/9/2016,1/10/2017,500,education,FR2845651646949137,female : divorced/separated/married,YES
4100,20/3/1985,1653.14,6/6/2014,5/1/2015,6000,car (used),ES4535358363455677,female : single,YES
4101,22/1/1984,2020.7,18/8/2017,17/11/2017,500,repairs,DE6932954833367418,male : divorced/separated,YES
4102,8/2/1944,4730.6,13/7/2017,12/12/2017,1500,retraining,FR4669605297379174,None,YES
4103,3/11/1955,2722.06,24/4/2016,23/10/2016,8000,education,CH1071450158472377,female : divorced/separated/married,YES
4104,17/4/1973,2452.28,26/8/2017,26/8/2018,1500,others,DE6728916469903745,female : divorced/separated/married,YES
4105,26/4/1964,3873.91,21/2/2013,23/4/2013,2000,car (used),DE7109290874956922,female : divorced/separated/married,YES
4106,30/6/1945,None,26/8/2013,26/4/2015,2000,repairs,BE4974137054213273,male : married/widowed,YES
4107,30/5/1975,3172.15,23/6/2015,23/5/2016,500,car (new),CH4077682430901044,None,YES
4108,27/6/1959,2535.66,15/3/2014,15/5/2014,6000,others,ES9471089420420964,male : single,YES
4109,13/9/1976,None,4/5/2016,2/11/2017,6000,domestic appliances,FR6537921049550447,None,YES
4110,14/11/1983,4786.15,6/9/2017,7/4/2019,10000,None,DE7875646170991134,None,YES
4111,13/12/1943,None,16/7/2013,16/5/2015,5000,business,ES7210895144672344,male : married/widowed,YES
4112,14/6/1999,2599.99,23/10/2014,22/10/2016,10000,busines,FR4328517314259778,male : single,YES
4113,23/11/1945,None,10/5/2015,8/9/2016,6000,others,ES2773489484766794,male : single,YES
4114,8/12/1993,None,7/2/2015,8/11/2015,10000,retraining,DE9905302488684903,None,YES
4115,26/10/1969,3819.62,27/10/2014,27/8/2015,3000,radio/television,DE2288293241576498,male : single,YES
4116,24/11/1956,3927.61,10/7/2015,10/3/2017,4000,None,FR1606288490581074,male : married/widowed,YES
4117,11/10/1976,None,16/3/2014,14/1/2015,1500,domestic appliances,FR1030344963173645,female : divorced/separated/married,YES
4118,19/6/1959,3563.62,14/12/2017,15/6/2018,6000,furniture/equipment,CH3755407137542040,male : divorced/separated,YES
4119,3/10/1970,4045.56,30/11/2017,1/7/2018,1500,others,FR1665344346203563,None,None
4120,22/9/1985,3154.93,26/9/2014,27/3/2016,8000,repairs,CH1472078410852855,male : single,YES
4121,13/3/1941,None,12/10/2017,13/4/2018,2000,others,DE6767792571754606,None,YES
4122,2/4/1992,2457.13,26/6/2017,24/2/2019,5000,car (new),CH7330891285362379,female : divorced/separated/married,NO
4123,22/12/1980,None,6/5/2016,6/3/2018,6000,retraining,DE7218979627422482,female : divorced/separated/married,YES
4124,9/7/1984,2477.17,24/2/2013,26/5/2013,8000,business,FR5740045289849433,male : single,YES
4125,9/7/1986,3473.05,1/9/2017,1/11/2018,500,retraining,ES4621873054632895,male : single,YES
4126,27/5/1957,4535.25,3/8/2014,3/12/2014,10000,repairs,FR4343363964612903,None,YES
4127,20/11/1968,4198.98,31/8/2013,30/1/2015,500,car (new),FR3321369028479554,female : divorced/separated/married,YES
4128,1/1/1900,4590.26,4/3/2017,4/11/2017,3000,retraining,DE2087254865051206,female : single,YES
4129,7/7/1995,11811.03,1/11/2017,2/6/2018,1500,retraining,DE4444794990642125,male : divorced/separated,YES
4130,19/3/1973,4680.8,9/2/2016,9/10/2016,1000,vacation,CH8325029500110977,None,YES
4131,17/1/1956,3414.46,1/10/2015,31/8/2017,1500,repairs,CH5864663375146164,male : divorced/separated,YES
4132,27/3/1995,3969.32,17/10/2016,18/5/2017,2000,retraining,DE7011423402623937,male : single,YES
4133,13/9/1953,2945.6,23/4/2013,22/11/2013,10000,business,CH5758319918878987,male : married/widowed,YES
4134,2/7/1983,4812.27,13/9/2013,14/4/2015,5000,car (new),CH9955527372350318,female : divorced/separated/married,YES
4135,12/1/1989,4065.73,2/8/2017,2/6/2019,10000,car (new),DE4416866773946494,None,YES
4136,24/11/1991,3860.57,22/10/2017,22/12/2017,10000,retraining,FR7170209944697056,None,YES
4137,24/6/1991,2544.03,12/6/2014,12/3/2015,2000,vacation,DE7816666796870798,None,YES
4138,10/2/1947,4454.01,19/7/2014,11/1/2013,6000,furniture/equipment,CH3724219133594874,female : single,YES
4139,30/1/1986,4724.07,6/8/2015,4/9/2016,5000,retraining,CH8732146956617805,male : married/widowed,YES
4140,20/1/1941,3293.68,30/5/2017,29/8/2018,1000,car (new),DE4178660743061338,male : single,YES
4141,21/8/1973,757.71,19/11/2013,21/4/2014,8000,education,ES9866089030094329,male : married/widowed,YES
4142,8/12/1949,1923.46,5/6/2015,4/10/2016,2000,vacation,DE2992585531390655,male : divorced/separated,YES
4143,2/3/1991,2512.66,2/6/2014,1/1/2016,3000,repairs,ES4299940898274410,male : single,YES
4144,17/10/1979,2902.76,16/9/2017,16/11/2017,3000,car (new),DE2265475148423892,male : single,YES
4145,1/12/1949,4186.22,20/11/2015,19/6/2017,4000,repairs,CH9929283175919686,None,YES
4146,18/12/1965,2059.52,25/9/2013,26/6/2014,1000,domestic appliances,BE2476426628297697,None,NO
4147,21/5/1985,3785.36,5/1/2013,7/3/2014,10000,others,DE3292055270356231,female : single,YES
4148,20/4/1982,771.66,20/6/2017,19/10/2017,6000,retraining,DE8887002360685219,male : single,YES
4149,8/10/1986,2634.26,15/12/2015,14/2/2016,8000,None,DE3653034217141926,female : single,YES
4150,16/8/1967,None,14/2/2016,15/3/2016,8000,radio/television,FR2701281389322040,male : married/widowed,YES
4151,23/8/1942,None,10/3/2014,10/7/2014,8000,others,BE815375714545967,female : divorced/separated/married,YES
4152,14/7/1982,3599.78,24/8/2015,24/7/2017,8000,vacation,FR1928709169000838,None,YES
4153,19/3/1973,1889.78,11/11/2017,12/6/2019,2000,education,BE9726718369663745,female : divorced/separated/married,YES
4154,2/6/1959,None,25/9/2016,12/6/2014,4000,others,DE5758090969746855,female : divorced/separated/married,YES
4155,19/7/1979,None,15/9/2015,15/5/2016,500,others,DE8863754752223038,male : single,YES
4156,8/6/1962,4420.72,1/8/2016,2/7/2018,1500,radio/television,DE1680047672776166,male : divorced/separated,YES
4157,14/12/1978,2556.49,26/9/2016,27/10/2017,500,domestic appliances,DE3347706938340026,female : single,YES
4158,17/1/1986,2123.85,10/1/2014,11/10/2014,4000,furniture/equipment,BE7361804013422880,male : married/widowed,YES
4159,9/12/1944,None,13/4/2016,13/5/2016,3000,education,ES4528560205048854,male : married/widowed,YES
4160,19/3/1987,2179.46,1/2/2013,3/6/2014,1000,repairs,CH5706603273710876,female : single,YES
4161,22/3/1958,3267.79,14/11/2014,13/2/2016,10000,others,BE1133412536093374,male : divorced/separated,YES
4162,5/6/1971,696.25,9/7/2015,8/3/2016,500,vacation,DE2464791911884786,male : divorced/separated,YES
4163,7/6/1997,1283.73,6/12/2014,6/7/2016,2000,others,ES6663330389890905,female : divorced/separated/married,YES
4164,11/1/1988,4868.02,7/3/2013,6/5/2014,2000,education,FR1469442463733422,male : single,YES
4165,16/10/1982,1918.29,4/2/2017,6/10/2017,6000,business,DE824493022863196,female : divorced/separated/married,YES
4166,18/2/1973,1712.67,17/4/2013,16/2/2015,4000,business,DE8694057582649333,male : married/widowed,YES
4167,13/5/1999,4222.76,14/9/2017,15/4/2018,3000,radio/television,CH669198769770519,male : married/widowed,YES
4168,1/4/1965,3036.22,24/1/2017,25/4/2018,10000,car (new),FR5871573948233097,female : single,YES
4169,12/5/1945,1040.94,14/11/2017,13/2/2019,2000,repairs,BE4533906421739677,female : divorced/separated/married,YES
4170,11/5/1945,9906.27,10/6/2016,11/5/2017,1000,business,ES2251238617072484,female : divorced/separated/married,YES
4171,19/3/1987,None,17/6/2013,17/12/2013,5000,vacation,DE8338484788340664,male : married/widowed,YES
4172,12/3/1958,1931.72,31/12/2016,30/11/2018,1000,vacation,DE3414386402221940,male : married/widowed,YES
4173,27/10/1974,1512.54,23/10/2016,23/12/2016,3000,business,DE3800381254256990,None,YES
4174,13/11/1990,12135.87,8/12/2015,8/5/2016,1500,radio/television,DE5127200452578865,male : married/widowed,YES
4175,14/11/1951,3803.91,24/8/2017,25/3/2018,5000,business,CH6041006053236171,female : single,YES
4176,10/8/1946,1179.9,15/12/2014,1/12/2017,2000,car (used),FR3208742160744629,None,YES
4177,13/1/1988,10795.28,17/8/2014,17/8/2014,4000,others,CH391939430448707,male : married/widowed,YES
4178,1/12/1984,2534.09,17/8/2016,18/3/2017,3000,domestic appliances,BE8292149288519503,female : single,YES
4179,29/3/1957,13087.01,28/4/2013,28/6/2014,6000,retraining,DE7703066902923934,male : divorced/separated,YES
4180,16/7/1989,2848.29,25/12/2016,25/11/2018,5000,others,FR3823489384243064,female : single,NO
4181,18/6/1943,2497.35,3/7/2017,3/4/2018,3000,others,ES3094380493393995,None,YES
4182,1/3/1943,2621.48,30/7/2013,30/3/2014,500,others,DE8061128740192255,male : single,YES
4183,31/8/1944,None,10/8/2014,10/8/2015,8000,car (used),CH4267590593396702,male : married/widowed,YES
4184,22/8/1964,1603.96,5/2/2013,6/9/2013,8000,car (new),FR2341515105647097,male : single,YES
4185,26/11/1974,4541.76,24/7/2017,24/8/2018,3000,repairs,BE3390969211320179,None,YES
4186,13/5/1975,None,6/2/2016,23/12/2015,10000,repairs,DE540245867082378,male : single,YES
4187,10/3/1965,3682.53,13/8/2014,12/1/2015,500,radio/television,DE5115390327245910,male : married/widowed,YES
4188,9/6/1945,3339.4,13/9/2017,14/6/2019,1500,radio/television,DE7352506526214474,female : single,YES
4189,6/1/1979,3578.75,8/7/2015,6/2/2016,6000,furniture/equipment,DE7025750662629395,None,YES
4190,1/1/1900,-1979.68,28/5/2017,2/1/2014,500,education,BE2423496836787778,female : single,YES
4191,7/3/1942,4416.01,24/4/2017,22/1/2018,8000,radio/television,BE4700657753012182,male : married/widowed,YES
4192,19/12/1992,3831.69,15/3/2014,14/10/2015,10000,education,ES3893108049055633,female : single,YES
4193,10/7/1961,4276.53,10/3/2013,9/10/2013,1000,vacation,DE1401109471367839,male : single,YES
4194,1/1/1900,4236.44,26/6/2017,26/8/2018,10000,domestic appliances,BE1612690289790393,female : divorced/separated/married,YES
4195,16/9/1969,2045.74,17/9/2016,18/5/2017,5000,radio/television,CH2082246108978149,female : single,YES
4196,10/11/1942,3278.53,4/9/2015,4/5/2016,1500,car (new),BE9531298599780427,male : single,YES
4197,20/2/1965,2780.95,11/2/2015,12/5/2016,6000,repairs,FR6616769475033784,male : single,YES
4198,5/1/1964,3216.99,5/5/2013,4/10/2014,6000,others,CH2977925646819700,male : divorced/separated,YES
4199,24/5/1967,3435.52,28/11/2015,29/7/2016,3000,others,DE9230080404737829,male : divorced/separated,YES
4200,24/5/1995,2202.13,25/8/2013,25/4/2014,2000,others,FR3977490992945463,None,YES
4201,8/7/1942,5331.9,15/1/2017,15/1/2017,2000,busines,ES1402639149015692,female : divorced/separated/married,YES
4202,7/10/1957,3575.79,15/6/2015,14/12/2016,8000,domestic appliances,FR3318228261095251,male : divorced/separated,YES
4203,5/12/1961,None,16/8/2014,16/3/2016,10000,repairs,DE2425027915456348,female : single,YES
4204,15/8/1960,3240.88,30/1/2015,29/9/2016,6000,furniture/equipment,FR7658735058517976,None,YES
4205,7/9/1946,None,4/6/2015,4/3/2017,2000,car (new),FR123366314800575,male : divorced/separated,YES
4206,8/10/1953,None,26/11/2014,25/9/2016,1500,car (new),DE6156309736060716,male : single,YES
4207,30/6/1941,1854.58,20/2/2015,21/7/2016,6000,repairs,CH5545858444164081,female : divorced/separated/married,YES
4208,14/5/1961,3583.07,14/1/2017,16/6/2018,8000,repairs,FR2792663387974502,male : married/widowed,YES
4209,1/12/1983,1694.54,23/2/2016,23/11/2016,10000,others,DE2930896989859306,None,YES
4210,29/3/1982,3156.27,10/7/2017,9/8/2018,10000,others,CH4159047859852207,female : single,YES
4211,15/2/1977,2167.3,13/2/2013,15/6/2014,5000,furniture/equipment,CH3092127717732523,female : divorced/separated/married,YES
4212,22/7/1953,2668.57,19/12/2016,19/9/2018,6000,others,CH5265236129356592,female : single,YES
4213,24/7/1950,4367.55,10/8/2014,8/2/2015,10000,others,DE8033403233655738,male : married/widowed,YES
4214,2/6/1991,4248.71,9/1/2015,9/11/2015,2000,others,FR3275516984778800,female : single,YES
4215,10/8/1966,4363.95,28/8/2017,27/12/2017,8000,others,CH9113607664511445,female : divorced/separated/married,YES
4216,4/4/1955,4336.14,26/4/2014,24/2/2016,6000,others,CH9143709675348628,male : married/widowed,YES
4217,1/1/1900,3314.94,6/8/2015,5/10/2016,4000,radio/television,ES1949626099977583,male : married/widowed,YES
4218,11/9/1958,1368.05,27/5/2015,25/9/2016,5000,business,CH3973832530315837,male : divorced/separated,YES
4219,10/10/1974,24883.66,4/5/2015,31/1/2017,5000,domestic appliances,DE9148591162212884,male : divorced/separated,YES
4220,11/11/1977,4983.57,10/7/2014,10/5/2015,1500,furniture/equipment,ES1481040391076937,female : single,YES
4221,4/2/1969,-446.92,5/11/2013,6/5/2014,3000,business,ES1871216463089417,male : divorced/separated,YES
4222,6/1/1971,19982.11,5/3/2017,5/3/2019,3000,repairs,FR9694686700101416,male : divorced/separated,YES
4223,8/10/1958,2147.77,3/9/2016,4/7/2017,6000,retraining,FR3550437323969402,male : single,NO
4224,12/12/1959,3509.7,6/4/2013,7/3/2014,8000,others,FR2649879741449761,female : single,YES
4225,16/3/1965,1636.91,19/4/2016,17/11/2016,1500,None,CH830359120356129,female : divorced/separated/married,YES
4226,9/12/1975,1218.11,2/5/2016,1/10/2017,1000,business,ES3908059930674981,female : single,YES
4227,20/2/1958,3267.09,5/7/2013,6/5/2015,3000,vacation,FR6416299655022377,male : divorced/separated,YES
4228,21/11/1946,3441.21,20/10/2014,20/7/2015,10000,domestic appliances,ES7898465699610446,female : divorced/separated/married,YES
4229,24/2/1983,1652.74,16/2/2014,17/1/2015,3000,business,ES4003967430450205,female : divorced/separated/married,YES
4230,18/3/1943,3193.23,3/2/2017,5/12/2017,3000,repairs,ES8460970258592048,female : divorced/separated/married,YES
4231,13/12/1980,2881.8,24/12/2016,24/11/2017,4000,domestic appliances,DE7839082691842007,female : single,YES
4232,13/12/1994,3596.21,26/10/2013,27/6/2014,10000,domestic appliances,DE993810259188934,male : single,YES
4233,19/8/1952,14109.21,16/7/2016,15/6/2017,1000,repairs,BE301168917876668,female : divorced/separated/married,YES
4234,21/9/1989,2877.89,18/5/2015,17/12/2015,5000,others,BE4686752030187918,female : single,YES
4235,4/1/1974,3761.48,9/8/2016,9/12/2016,6000,others,BE3835836349179527,female : single,YES
4236,13/5/1959,2437.92,22/10/2016,22/12/2017,1000,retraining,ES4225632948568191,male : married/widowed,YES
4237,7/2/1949,3057.56,10/6/2017,9/9/2018,2000,domestic appliances,FR9707248074675827,male : divorced/separated,YES
4238,30/5/1943,3456.3,11/9/2014,11/8/2015,1000,education,DE9934467676147287,female : single,YES
